,cell_type,batch,condition,donor,n_counts
cell_03791,NK_cell,batch_1,healthy,donor_1,1402
cell_03792,NK_cell,batch_1,disease,donor_4,1389
cell_03793,NK_cell,batch_2,disease,donor_4,1291
cell_03794,NK_cell,batch_1,healthy,donor_0,1219
cell_03795,NK_cell,batch_1,healthy,donor_4,1380
cell_03796,NK_cell,batch_0,disease,donor_5,1369
cell_03797,NK_cell,batch_1,healthy,donor_1,1285
cell_03798,NK_cell,batch_1,disease,donor_5,1400
cell_03799,NK_cell,batch_2,healthy,donor_4,1248
cell_03800,NK_cell,batch_2,healthy,donor_3,1377
cell_03801,NK_cell,batch_0,healthy,donor_0,1343
cell_03802,NK_cell,batch_2,healthy,donor_2,1232
cell_03803,NK_cell,batch_2,healthy,donor_5,1409
cell_03804,NK_cell,batch_1,healthy,donor_3,1367
cell_03805,NK_cell,batch_0,healthy,donor_3,1396
cell_03806,NK_cell,batch_2,healthy,donor_2,1524
cell_03807,NK_cell,batch_1,healthy,donor_3,1332
cell_03808,NK_cell,batch_2,disease,donor_5,1207
cell_03809,NK_cell,batch_0,disease,donor_3,1558
cell_03810,NK_cell,batch_2,disease,donor_5,1328
cell_03811,NK_cell,batch_2,disease,donor_4,1294
cell_03812,NK_cell,batch_0,healthy,donor_2,1475
cell_03813,NK_cell,batch_1,disease,donor_1,1257
cell_03814,NK_cell,batch_1,disease,donor_4,1392
cell_03815,NK_cell,batch_2,disease,donor_5,1256
cell_03816,NK_cell,batch_1,healthy,donor_5,1435
cell_03817,NK_cell,batch_2,healthy,donor_1,1308
cell_03818,NK_cell,batch_0,disease,donor_3,1444
cell_03819,NK_cell,batch_0,disease,donor_4,1280
cell_03820,NK_cell,batch_1,healthy,donor_0,1423
cell_03821,NK_cell,batch_2,healthy,donor_3,1331
cell_03822,NK_cell,batch_0,healthy,donor_0,1330
cell_03823,NK_cell,batch_2,healthy,donor_4,1364
cell_03824,NK_cell,batch_2,healthy,donor_0,1250
cell_03825,NK_cell,batch_0,disease,donor_0,1380
cell_03826,NK_cell,batch_1,disease,donor_5,1397
cell_03827,NK_cell,batch_1,healthy,donor_1,1524
cell_03828,NK_cell,batch_1,disease,donor_0,1225
cell_03829,NK_cell,batch_0,healthy,donor_5,1400
cell_03830,NK_cell,batch_1,disease,donor_3,1338
cell_03831,NK_cell,batch_1,disease,donor_3,1288
cell_03832,NK_cell,batch_0,disease,donor_5,1454
cell_03833,NK_cell,batch_2,healthy,donor_2,1167
cell_03834,NK_cell,batch_2,healthy,donor_1,1492
cell_03835,NK_cell,batch_2,healthy,donor_0,1410
cell_03836,NK_cell,batch_1,healthy,donor_5,1333
cell_03837,NK_cell,batch_0,healthy,donor_4,1413
cell_03838,NK_cell,batch_0,disease,donor_2,1315
cell_03839,NK_cell,batch_1,healthy,donor_0,1225
cell_03840,NK_cell,batch_2,disease,donor_0,1265
cell_03841,NK_cell,batch_2,disease,donor_3,1138
cell_03842,NK_cell,batch_1,healthy,donor_1,1420
cell_03843,NK_cell,batch_2,healthy,donor_4,1252
cell_03844,NK_cell,batch_2,healthy,donor_2,1240
cell_03845,NK_cell,batch_2,disease,donor_2,1241
cell_03846,NK_cell,batch_0,healthy,donor_5,1299
cell_03847,NK_cell,batch_2,healthy,donor_3,1313
cell_03848,NK_cell,batch_0,healthy,donor_3,1303
cell_03849,NK_cell,batch_2,healthy,donor_5,1449
cell_03850,NK_cell,batch_2,healthy,donor_4,1413
cell_03851,NK_cell,batch_0,disease,donor_0,1206
cell_03852,NK_cell,batch_2,healthy,donor_1,1332
cell_03853,NK_cell,batch_2,healthy,donor_4,1461
cell_03854,NK_cell,batch_2,disease,donor_0,1372
cell_03855,NK_cell,batch_2,disease,donor_5,1293
cell_03856,NK_cell,batch_0,healthy,donor_4,1242
cell_03857,NK_cell,batch_0,disease,donor_3,1387
cell_03858,NK_cell,batch_0,disease,donor_0,1398
cell_03859,NK_cell,batch_1,disease,donor_0,1238
cell_03860,NK_cell,batch_0,disease,donor_5,1237
cell_03861,NK_cell,batch_2,healthy,donor_4,1369
cell_03862,NK_cell,batch_1,healthy,donor_3,1453
cell_03863,NK_cell,batch_1,healthy,donor_3,1316
cell_03864,NK_cell,batch_1,healthy,donor_5,1371
cell_03865,NK_cell,batch_1,disease,donor_5,1308
cell_03866,NK_cell,batch_0,healthy,donor_4,1325
cell_03867,NK_cell,batch_1,disease,donor_5,1228
cell_03868,NK_cell,batch_0,healthy,donor_2,1286
cell_03869,NK_cell,batch_1,disease,donor_0,1345
cell_03870,NK_cell,batch_1,healthy,donor_2,1258
cell_03871,NK_cell,batch_0,healthy,donor_2,1364
cell_03872,NK_cell,batch_0,healthy,donor_2,1335
cell_03873,NK_cell,batch_2,healthy,donor_5,1205
cell_03874,NK_cell,batch_0,healthy,donor_4,1219
cell_03875,NK_cell,batch_2,disease,donor_1,1273
cell_03876,NK_cell,batch_0,disease,donor_5,1120
cell_03877,NK_cell,batch_0,healthy,donor_1,1149
cell_03878,NK_cell,batch_0,healthy,donor_1,1174
cell_03879,NK_cell,batch_2,healthy,donor_0,1343
cell_03880,NK_cell,batch_2,disease,donor_5,1465
cell_03881,NK_cell,batch_2,healthy,donor_2,1330
cell_03882,NK_cell,batch_1,healthy,donor_5,1077
cell_03883,NK_cell,batch_1,healthy,donor_3,1369
cell_03884,NK_cell,batch_0,disease,donor_3,1420
cell_03885,NK_cell,batch_0,disease,donor_3,1307
cell_03886,NK_cell,batch_2,disease,donor_5,1207
cell_03887,NK_cell,batch_2,disease,donor_3,1152
cell_03888,NK_cell,batch_1,healthy,donor_1,1330
cell_03889,NK_cell,batch_0,disease,donor_3,1491
cell_03890,NK_cell,batch_0,healthy,donor_5,1359
cell_03891,NK_cell,batch_1,disease,donor_5,1297
cell_03892,NK_cell,batch_1,healthy,donor_1,1325
cell_03893,NK_cell,batch_0,disease,donor_1,1391
cell_03894,NK_cell,batch_0,healthy,donor_5,1167
cell_03895,NK_cell,batch_0,healthy,donor_4,1397
cell_03896,NK_cell,batch_2,disease,donor_3,1155
cell_03897,NK_cell,batch_1,healthy,donor_1,1491
cell_03898,NK_cell,batch_2,disease,donor_3,1333
cell_03899,NK_cell,batch_0,healthy,donor_0,1520
cell_03900,Dendritic_cell,batch_2,healthy,donor_1,1326
cell_03901,Dendritic_cell,batch_1,disease,donor_0,1283
cell_03902,Dendritic_cell,batch_0,disease,donor_3,1225
cell_03903,Dendritic_cell,batch_1,disease,donor_0,1419
cell_03904,Dendritic_cell,batch_0,healthy,donor_3,1162
cell_03905,Dendritic_cell,batch_1,healthy,donor_4,1227
cell_03906,Dendritic_cell,batch_1,healthy,donor_3,1366
cell_03907,Dendritic_cell,batch_1,disease,donor_1,1377
cell_03908,Dendritic_cell,batch_2,disease,donor_5,1119
cell_03909,Dendritic_cell,batch_0,healthy,donor_5,1256
cell_03910,Dendritic_cell,batch_1,disease,donor_4,1274
cell_03911,Dendritic_cell,batch_1,healthy,donor_3,1326
cell_03912,Dendritic_cell,batch_0,healthy,donor_4,1158
cell_03913,Dendritic_cell,batch_1,disease,donor_3,1395
cell_03914,Dendritic_cell,batch_1,healthy,donor_3,1199
cell_03915,Dendritic_cell,batch_1,healthy,donor_4,1454
cell_03916,Dendritic_cell,batch_1,healthy,donor_0,1316
cell_03917,Dendritic_cell,batch_2,disease,donor_1,1300
cell_03918,Dendritic_cell,batch_0,healthy,donor_5,1495
cell_03919,Dendritic_cell,batch_0,disease,donor_1,1440
cell_03920,Dendritic_cell,batch_2,healthy,donor_0,1371
cell_03921,Dendritic_cell,batch_1,disease,donor_3,1309
cell_03922,Dendritic_cell,batch_0,disease,donor_4,1231
cell_03923,Dendritic_cell,batch_2,healthy,donor_4,1352
cell_03924,Dendritic_cell,batch_2,healthy,donor_1,1340
cell_03925,Dendritic_cell,batch_2,disease,donor_2,1314
cell_03926,Dendritic_cell,batch_1,healthy,donor_3,1192
cell_03927,Dendritic_cell,batch_2,disease,donor_2,1385
cell_03928,Dendritic_cell,batch_1,healthy,donor_0,1254
cell_03929,Dendritic_cell,batch_2,healthy,donor_5,1246
cell_03930,Dendritic_cell,batch_1,disease,donor_2,1407
cell_03931,Dendritic_cell,batch_2,healthy,donor_2,1333
cell_03932,Dendritic_cell,batch_1,disease,donor_5,1118
cell_03933,Dendritic_cell,batch_1,healthy,donor_5,1197
cell_03934,Dendritic_cell,batch_2,healthy,donor_5,1286
cell_03935,Dendritic_cell,batch_1,healthy,donor_1,1436
cell_03936,Dendritic_cell,batch_0,healthy,donor_4,1185
cell_03937,Dendritic_cell,batch_2,healthy,donor_4,1236
cell_03938,Dendritic_cell,batch_0,healthy,donor_2,1395
cell_03939,Dendritic_cell,batch_1,healthy,donor_3,1403
cell_03940,Dendritic_cell,batch_2,healthy,donor_0,1348
cell_03941,Dendritic_cell,batch_1,healthy,donor_3,1283
cell_03942,Dendritic_cell,batch_2,disease,donor_0,1423
cell_03943,Dendritic_cell,batch_1,disease,donor_0,1404
cell_03944,Dendritic_cell,batch_1,healthy,donor_2,1287
cell_03945,Dendritic_cell,batch_1,disease,donor_1,1249
cell_03946,Dendritic_cell,batch_0,healthy,donor_3,1187
cell_03947,Dendritic_cell,batch_0,disease,donor_1,1412
cell_03948,Dendritic_cell,batch_0,healthy,donor_2,1221
cell_03949,Dendritic_cell,batch_1,healthy,donor_0,1258
cell_03950,Dendritic_cell,batch_1,disease,donor_1,1399
cell_03951,Dendritic_cell,batch_0,disease,donor_4,1381
cell_03952,Dendritic_cell,batch_0,healthy,donor_5,1277
cell_03953,Dendritic_cell,batch_0,healthy,donor_3,1299
cell_03954,Dendritic_cell,batch_2,healthy,donor_1,1155
cell_03955,Dendritic_cell,batch_0,healthy,donor_2,1362
cell_03956,Dendritic_cell,batch_0,disease,donor_0,1275
cell_03957,Dendritic_cell,batch_0,healthy,donor_0,1235
cell_03958,Dendritic_cell,batch_1,disease,donor_3,1347
cell_03959,Dendritic_cell,batch_1,disease,donor_3,1455
cell_03960,Dendritic_cell,batch_0,healthy,donor_0,1436
cell_03961,Dendritic_cell,batch_2,disease,donor_2,1232
cell_03962,Dendritic_cell,batch_1,healthy,donor_0,1345
cell_03963,Dendritic_cell,batch_0,healthy,donor_3,1273
cell_03964,Dendritic_cell,batch_2,disease,donor_4,1167
cell_03965,Dendritic_cell,batch_0,disease,donor_5,1402
cell_03966,Dendritic_cell,batch_1,healthy,donor_1,1235
cell_03967,Dendritic_cell,batch_1,healthy,donor_5,1320
cell_03968,Dendritic_cell,batch_1,healthy,donor_0,1538
cell_03969,Dendritic_cell,batch_0,healthy,donor_1,1215
cell_03970,Dendritic_cell,batch_1,disease,donor_4,1382
cell_03971,Dendritic_cell,batch_2,healthy,donor_0,1262
cell_03972,Dendritic_cell,batch_1,healthy,donor_1,1171
cell_03973,Dendritic_cell,batch_2,disease,donor_0,1219
cell_03974,Dendritic_cell,batch_2,healthy,donor_1,1412
cell_03975,Dendritic_cell,batch_0,disease,donor_4,1287
cell_03976,Dendritic_cell,batch_1,healthy,donor_2,1465
cell_03977,Dendritic_cell,batch_0,healthy,donor_1,1442
cell_03978,Dendritic_cell,batch_1,disease,donor_5,1198
cell_03979,Dendritic_cell,batch_0,healthy,donor_0,1214
cell_03980,Dendritic_cell,batch_0,healthy,donor_2,1336
cell_03981,Dendritic_cell,batch_0,healthy,donor_1,1227
cell_03982,Dendritic_cell,batch_2,healthy,donor_5,1393
cell_03983,Dendritic_cell,batch_0,healthy,donor_2,1360
cell_03984,Dendritic_cell,batch_2,disease,donor_0,1389
cell_03985,Dendritic_cell,batch_0,disease,donor_3,1255
cell_03986,Dendritic_cell,batch_2,disease,donor_2,1222
cell_03987,Dendritic_cell,batch_2,disease,donor_2,1380
cell_03988,Dendritic_cell,batch_2,healthy,donor_4,1315
cell_03989,Dendritic_cell,batch_2,healthy,donor_1,1425
cell_03990,Dendritic_cell,batch_2,disease,donor_2,1530
cell_03991,Dendritic_cell,batch_0,disease,donor_5,1193
cell_03992,Dendritic_cell,batch_0,healthy,donor_4,1310
cell_03993,Dendritic_cell,batch_2,disease,donor_0,1168
cell_03994,Dendritic_cell,batch_1,disease,donor_2,1283
cell_03995,Dendritic_cell,batch_2,healthy,donor_0,1565
cell_03996,Dendritic_cell,batch_2,healthy,donor_5,1098
cell_03997,Dendritic_cell,batch_0,disease,donor_4,1231
cell_03998,Dendritic_cell,batch_1,disease,donor_0,1514
cell_03999,Dendritic_cell,batch_0,disease,donor_3,1327
cell_04000,Dendritic_cell,batch_2,disease,donor_4,1322
cell_04001,Dendritic_cell,batch_2,healthy,donor_3,1427
cell_04002,Dendritic_cell,batch_0,healthy,donor_4,1234
cell_04003,Dendritic_cell,batch_0,disease,donor_4,1243
cell_04004,Dendritic_cell,batch_0,healthy,donor_1,1465
cell_04005,Dendritic_cell,batch_2,healthy,donor_1,1280
cell_04006,Dendritic_cell,batch_2,healthy,donor_2,1450
cell_04007,Dendritic_cell,batch_2,disease,donor_3,1410
cell_04008,Dendritic_cell,batch_2,healthy,donor_5,1356
cell_04009,Dendritic_cell,batch_0,disease,donor_1,1345
cell_04010,Dendritic_cell,batch_2,disease,donor_2,1248
cell_04011,Dendritic_cell,batch_2,disease,donor_3,1258
cell_04012,Dendritic_cell,batch_2,healthy,donor_3,1466
cell_04013,Dendritic_cell,batch_0,healthy,donor_3,1274
cell_04014,Dendritic_cell,batch_2,disease,donor_4,1145
cell_04015,Dendritic_cell,batch_0,healthy,donor_5,1351
cell_04016,Dendritic_cell,batch_0,healthy,donor_2,1144
cell_04017,Dendritic_cell,batch_1,healthy,donor_4,1385
cell_04018,Dendritic_cell,batch_2,healthy,donor_4,1151
cell_04019,Dendritic_cell,batch_0,disease,donor_5,1411
cell_04020,Dendritic_cell,batch_1,disease,donor_5,1323
cell_04021,Dendritic_cell,batch_0,healthy,donor_4,1131
cell_04022,Dendritic_cell,batch_2,healthy,donor_4,1226
cell_04023,Dendritic_cell,batch_0,healthy,donor_2,1331
cell_04024,Dendritic_cell,batch_1,disease,donor_1,1346
cell_04025,Dendritic_cell,batch_2,healthy,donor_3,1201
cell_04026,Dendritic_cell,batch_0,healthy,donor_2,1391
cell_04027,Dendritic_cell,batch_0,healthy,donor_0,1286
cell_04028,Dendritic_cell,batch_0,disease,donor_4,1443
cell_04029,Dendritic_cell,batch_1,disease,donor_2,1420
cell_04030,Dendritic_cell,batch_2,healthy,donor_5,1117
cell_04031,Dendritic_cell,batch_1,healthy,donor_1,1284
cell_04032,Dendritic_cell,batch_1,disease,donor_2,1397
cell_04033,Dendritic_cell,batch_2,healthy,donor_4,1268
cell_04034,Dendritic_cell,batch_2,healthy,donor_0,1232
cell_04035,Dendritic_cell,batch_0,healthy,donor_0,1388
cell_04036,Dendritic_cell,batch_2,healthy,donor_5,1153
cell_04037,Dendritic_cell,batch_0,healthy,donor_5,1361
cell_04038,Dendritic_cell,batch_0,disease,donor_3,1384
cell_04039,Dendritic_cell,batch_1,healthy,donor_0,1538
cell_04040,Dendritic_cell,batch_1,disease,donor_1,1342
cell_04041,Dendritic_cell,batch_1,disease,donor_2,1237
cell_04042,Dendritic_cell,batch_1,healthy,donor_4,1338
cell_04043,Dendritic_cell,batch_0,healthy,donor_2,1367
cell_04044,Dendritic_cell,batch_2,healthy,donor_4,1371
cell_04045,Dendritic_cell,batch_2,disease,donor_5,1293
cell_04046,Dendritic_cell,batch_1,healthy,donor_4,1300
cell_04047,Dendritic_cell,batch_1,disease,donor_1,1221
cell_04048,Dendritic_cell,batch_0,healthy,donor_2,1351
cell_04049,Dendritic_cell,batch_1,disease,donor_1,1172
cell_04050,Dendritic_cell,batch_2,healthy,donor_2,1275
cell_04051,Dendritic_cell,batch_2,healthy,donor_5,1197
cell_04052,Dendritic_cell,batch_1,disease,donor_2,1322
cell_04053,Dendritic_cell,batch_0,healthy,donor_2,1241
cell_04054,Dendritic_cell,batch_0,disease,donor_4,1416
cell_04055,Dendritic_cell,batch_2,disease,donor_2,1322
cell_04056,Dendritic_cell,batch_2,healthy,donor_3,1411
cell_04057,Dendritic_cell,batch_0,disease,donor_1,1416
cell_04058,Dendritic_cell,batch_0,healthy,donor_5,1103
cell_04059,Dendritic_cell,batch_1,healthy,donor_1,1421
cell_04060,Dendritic_cell,batch_0,healthy,donor_5,1367
cell_04061,Dendritic_cell,batch_2,disease,donor_5,1210
cell_04062,Dendritic_cell,batch_2,disease,donor_4,1323
cell_04063,Dendritic_cell,batch_0,healthy,donor_4,1345
cell_04064,Dendritic_cell,batch_1,healthy,donor_5,1288
cell_04065,Dendritic_cell,batch_1,disease,donor_3,1376
cell_04066,Dendritic_cell,batch_2,healthy,donor_3,1324
cell_04067,Dendritic_cell,batch_1,healthy,donor_3,1276
cell_04068,Dendritic_cell,batch_2,healthy,donor_0,1469
cell_04069,Dendritic_cell,batch_1,healthy,donor_0,1372
cell_04070,Dendritic_cell,batch_2,healthy,donor_2,1339
cell_04071,Dendritic_cell,batch_2,healthy,donor_3,1279
cell_04072,Dendritic_cell,batch_0,disease,donor_0,1238
cell_04073,Dendritic_cell,batch_1,disease,donor_3,1266
cell_04074,Dendritic_cell,batch_2,healthy,donor_1,1254
cell_04075,Dendritic_cell,batch_2,disease,donor_4,1470
cell_04076,Dendritic_cell,batch_2,disease,donor_2,1194
cell_04077,Dendritic_cell,batch_2,healthy,donor_1,1217
cell_04078,Dendritic_cell,batch_1,healthy,donor_5,1239
cell_04079,Dendritic_cell,batch_0,disease,donor_4,1263
cell_04080,Dendritic_cell,batch_1,healthy,donor_1,1416
cell_04081,Dendritic_cell,batch_2,disease,donor_4,1327
cell_04082,Dendritic_cell,batch_2,healthy,donor_0,1182
cell_04083,Dendritic_cell,batch_1,healthy,donor_4,1266
cell_04084,Dendritic_cell,batch_2,healthy,donor_0,1221
cell_04085,Dendritic_cell,batch_0,disease,donor_0,1239
cell_04086,Dendritic_cell,batch_1,disease,donor_5,1395
cell_04087,Dendritic_cell,batch_0,healthy,donor_2,1423
cell_04088,Dendritic_cell,batch_1,healthy,donor_4,1376
cell_04089,Dendritic_cell,batch_2,disease,donor_1,1271
cell_04090,Dendritic_cell,batch_2,disease,donor_4,1385
cell_04091,Dendritic_cell,batch_0,disease,donor_5,1240
cell_04092,Dendritic_cell,batch_0,healthy,donor_2,1341
cell_04093,Dendritic_cell,batch_2,disease,donor_2,1515
cell_04094,Dendritic_cell,batch_2,disease,donor_0,1381
cell_04095,Dendritic_cell,batch_2,healthy,donor_2,1199
cell_04096,Dendritic_cell,batch_0,healthy,donor_5,1292
cell_04097,Dendritic_cell,batch_1,disease,donor_1,1367
cell_04098,Dendritic_cell,batch_2,healthy,donor_2,1312
cell_04099,Dendritic_cell,batch_2,disease,donor_2,1356
cell_04100,Dendritic_cell,batch_2,healthy,donor_2,1254
cell_04101,Dendritic_cell,batch_2,healthy,donor_4,1374
cell_04102,Dendritic_cell,batch_2,healthy,donor_5,1430
cell_04103,Dendritic_cell,batch_0,disease,donor_3,1433
cell_04104,Dendritic_cell,batch_2,disease,donor_1,1313
cell_04105,Dendritic_cell,batch_2,disease,donor_4,1322
cell_04106,Dendritic_cell,batch_1,disease,donor_4,1456
cell_04107,Dendritic_cell,batch_2,disease,donor_3,1254
cell_04108,Dendritic_cell,batch_2,healthy,donor_2,1504
cell_04109,Dendritic_cell,batch_1,healthy,donor_4,1355
cell_04110,Dendritic_cell,batch_1,healthy,donor_5,1305
cell_04111,Dendritic_cell,batch_0,healthy,donor_1,1277
cell_04112,Dendritic_cell,batch_2,healthy,donor_3,1386
cell_04113,Dendritic_cell,batch_2,healthy,donor_1,1167
cell_04114,Dendritic_cell,batch_2,healthy,donor_1,1296
cell_04115,Dendritic_cell,batch_0,healthy,donor_2,1279
cell_04116,Dendritic_cell,batch_2,healthy,donor_4,1376
cell_04117,Dendritic_cell,batch_1,healthy,donor_0,1400
cell_04118,Dendritic_cell,batch_2,healthy,donor_2,1151
cell_04119,Dendritic_cell,batch_2,healthy,donor_1,1465
cell_04120,Dendritic_cell,batch_2,disease,donor_1,1274
cell_04121,Dendritic_cell,batch_0,healthy,donor_5,1355
cell_04122,Dendritic_cell,batch_0,healthy,donor_5,1217
cell_04123,Dendritic_cell,batch_1,disease,donor_0,1215
cell_04124,Dendritic_cell,batch_1,healthy,donor_0,1322
cell_04125,Dendritic_cell,batch_2,healthy,donor_3,1215
cell_04126,Dendritic_cell,batch_2,disease,donor_0,1226
cell_04127,Dendritic_cell,batch_0,healthy,donor_3,1361
cell_04128,Dendritic_cell,batch_0,healthy,donor_0,1518
cell_04129,Dendritic_cell,batch_1,healthy,donor_5,1417
cell_04130,Dendritic_cell,batch_2,disease,donor_2,1343
cell_04131,Dendritic_cell,batch_0,healthy,donor_0,1341
cell_04132,Dendritic_cell,batch_1,disease,donor_1,1334
cell_04133,Dendritic_cell,batch_2,healthy,donor_1,1203
cell_04134,Dendritic_cell,batch_0,healthy,donor_3,1406
cell_04135,Dendritic_cell,batch_0,disease,donor_4,1233
cell_04136,Dendritic_cell,batch_1,healthy,donor_5,1232
cell_04137,Dendritic_cell,batch_0,healthy,donor_3,1381
cell_04138,Dendritic_cell,batch_1,healthy,donor_3,1234
cell_04139,Dendritic_cell,batch_1,healthy,donor_5,1458
cell_04140,Dendritic_cell,batch_1,healthy,donor_3,1286
cell_04141,Dendritic_cell,batch_1,healthy,donor_0,1267
cell_04142,Dendritic_cell,batch_2,disease,donor_4,1370
cell_04143,Dendritic_cell,batch_0,healthy,donor_1,1251
cell_04144,Dendritic_cell,batch_0,healthy,donor_0,1433
cell_04145,Dendritic_cell,batch_0,healthy,donor_0,1178
cell_04146,Dendritic_cell,batch_0,disease,donor_2,1328
cell_04147,Dendritic_cell,batch_1,healthy,donor_3,1340
cell_04148,Dendritic_cell,batch_0,healthy,donor_4,1253
cell_04149,Dendritic_cell,batch_0,healthy,donor_4,1323
cell_04150,Dendritic_cell,batch_1,disease,donor_5,1470
cell_04151,Dendritic_cell,batch_2,healthy,donor_3,1202
cell_04152,Dendritic_cell,batch_2,disease,donor_1,1354
cell_04153,Dendritic_cell,batch_2,healthy,donor_5,1234
cell_04154,Dendritic_cell,batch_0,healthy,donor_2,1392
cell_04155,Dendritic_cell,batch_2,healthy,donor_4,1336
cell_04156,Dendritic_cell,batch_0,healthy,donor_3,1412
cell_04157,Dendritic_cell,batch_2,disease,donor_1,1350
cell_04158,Dendritic_cell,batch_1,healthy,donor_1,1275
cell_04159,Dendritic_cell,batch_2,healthy,donor_2,1245
cell_04160,Dendritic_cell,batch_2,disease,donor_4,1194
cell_04161,Dendritic_cell,batch_2,healthy,donor_5,1358
cell_04162,Dendritic_cell,batch_2,healthy,donor_1,1297
cell_04163,Dendritic_cell,batch_1,disease,donor_2,1533
cell_04164,Dendritic_cell,batch_0,disease,donor_5,1198
cell_04165,Dendritic_cell,batch_0,disease,donor_0,1375
cell_04166,Dendritic_cell,batch_0,healthy,donor_1,1294
cell_04167,Dendritic_cell,batch_0,healthy,donor_3,1163
cell_04168,Dendritic_cell,batch_0,disease,donor_3,1435
cell_04169,Dendritic_cell,batch_1,disease,donor_5,1369
cell_04170,Dendritic_cell,batch_1,healthy,donor_3,1195
cell_04171,Dendritic_cell,batch_1,healthy,donor_5,1245
cell_04172,Dendritic_cell,batch_1,disease,donor_1,1341
cell_04173,Dendritic_cell,batch_0,healthy,donor_2,1310
cell_04174,Dendritic_cell,batch_0,healthy,donor_5,1370
cell_04175,Dendritic_cell,batch_1,disease,donor_3,1246
cell_04176,Dendritic_cell,batch_1,disease,donor_3,1271
cell_04177,Dendritic_cell,batch_2,disease,donor_5,1434
cell_04178,Dendritic_cell,batch_0,disease,donor_2,1281
cell_04179,Dendritic_cell,batch_1,healthy,donor_4,1292
cell_04180,Dendritic_cell,batch_0,healthy,donor_3,1576
cell_04181,Dendritic_cell,batch_2,healthy,donor_2,1298
cell_04182,Dendritic_cell,batch_0,healthy,donor_0,1342
cell_04183,Dendritic_cell,batch_2,healthy,donor_1,1574
cell_04184,Dendritic_cell,batch_0,disease,donor_4,1321
cell_04185,Dendritic_cell,batch_2,healthy,donor_1,1324
cell_04186,Dendritic_cell,batch_2,disease,donor_5,1392
cell_04187,Dendritic_cell,batch_1,healthy,donor_2,1159
cell_04188,Dendritic_cell,batch_0,healthy,donor_0,1291
cell_04189,Dendritic_cell,batch_0,healthy,donor_0,1339
cell_04190,Dendritic_cell,batch_2,healthy,donor_1,1128
cell_04191,Dendritic_cell,batch_0,healthy,donor_5,1361
cell_04192,Dendritic_cell,batch_0,disease,donor_3,1197
cell_04193,Dendritic_cell,batch_1,disease,donor_2,1247
cell_04194,Dendritic_cell,batch_2,healthy,donor_4,1366
cell_04195,Dendritic_cell,batch_1,disease,donor_1,1302
cell_04196,Dendritic_cell,batch_0,healthy,donor_1,1340
cell_04197,Dendritic_cell,batch_2,disease,donor_4,1283
